0.4,-7.02732180202489
0.41,-6.34186696693125
0.42,-5.7463633824173
0.43,-5.22281966056825
0.44,-4.75949797461712
0.45,-4.35406781781949
0.46,-4.00282394444814
0.47,-8.51931203137649
0.48,-7.7855910535247
0.49,-7.13286206868403
0.5,-6.54822041959587
0.51,-6.02887077116583
0.52,-5.5630941882124
0.53,-5.14073522452325
0.54,-4.75805714100922
0.55,-4.41493231024998
0.56,-4.11055243814628
0.57,-3.84111210675765
0.58,-1.77263239856219
0.59,-1.65422352772123
0.6,-1.53480524687052
0.61,-9.13170266202312
0.62,-8.46945752961568
0.63,-7.86885274406202
0.64,-7.32835774089762
0.65,-6.84039787419567
0.66,-6.40412194977748
0.67,-6.00711965144311
0.68,-5.6389006650443
0.69,-5.29427901533846
0.7,-4.97233309692729
0.71,-4.67587236872587
0.72,-4.40509386485764
0.73,-4.15933085227071
0.74,-3.93734174836051
0.75,-3.73630570274943
0.76,-1.25220837095157
0.77,-1.16020404454331
0.78,-1.07525096187521
0.79,-0.997921107145113
0.8,-0.928935861887527
