1.4,-0.787498474701466
1.405,-0.744547413514895
1.41,-0.705539751541825
1.415,-0.673090119082409
1.42,-0.644772455979051
1.425,-0.620569772200547
1.43,-0.601454026438343
1.435,-0.58735543704569
1.44,-0.57676437037975
1.445,-0.569475806487259
1.45,-0.566069165349743
1.455,-0.566215463836649
1.46,-0.570273903782194
1.465,-0.577129670026827
1.47,-0.586434972099375
1.475,-0.597728154495617
1.48,-0.611072089455889
1.485,-0.625816482097534
1.49,-0.641612564275648
1.495,-0.658850608189595
1.5,-0.67665747162153
1.505,-0.694109445068001
1.51,-0.704878165296625
1.515,-0.714345847373636
1.52,-0.727457929227359
1.525,-0.73963419015521
1.53,-0.748529493693448
1.535,-0.753492278355565
1.54,-0.755290735191515
1.545,-0.74290898756432
1.55,-0.758208684142091
1.555,-0.768871134326939
1.56,-0.756794607973476
1.565,-0.741126707894429
1.57,-0.721839760968879
1.575,-0.700198374654747
1.58,-0.675019051768157
1.585,-0.64655120658227
1.59,-1.17198166699427
1.595,-1.19666573924412
1.6,-1.21615317579252
1.605,-1.22480466175836
1.61,-1.22669354988397
1.615,-1.22232983019948
1.62,-32.3953394751646
1.625,-32.0596803838247
1.63,-31.7119807971025
1.635,-31.3483933137993
1.64,-30.9640124162407
1.645,-30.5338955025735
1.65,-30.0656915550582
1.655,-29.5512139107972
1.66,-28.8029050860392
1.665,-27.865250814221
1.67,-26.8399790340116
1.675,-25.7069737745821
1.68,-24.4531584800703
1.685,-23.2497258641102
1.69,-21.986082776495
1.695,-20.5456792003915
1.7,-18.8787421433386
1.705,-16.8385793154213
1.71,-14.4211730309664
1.715,-11.6674782736045
1.72,-8.49370637158138
1.725,-4.80833074705065
1.73,-0.535890472223899
1.735,4.44653666011911
1.74,0.221186695877578
1.745,0.236696724158059
1.75,0.233859288817197
1.755,0.209973051635704
1.76,0.174711190820829
1.765,0.144091927387654
1.77,0.116511183170035
1.775,0.0859042123756884
1.78,0.0325388342863668
1.785,-0.0436238386054633
1.79,-0.122006598667221
1.795,0.578443890278319
1.8,2.32386135353926
