it pstep dstep pinfeas dinfeas  gap     mean(obj)    cputime    kap   tau    theta
--------------------------------------------------------------------------------------------
 0|0.000|0.000|6.9e+01|8.4e+01|9.9e+03| 0.000000e+00| 0:0:01|9.9e+03|1.0e+00|1.0e+00| chol 1  1
 1|0.060|0.060|6.8e+01|8.3e+01|1.0e+04|-1.028146e+00| 0:0:01|9.8e+03|1.0e+00|9.9e-01| chol 1  1
 2|0.220|0.220|6.2e+01|7.5e+01|1.0e+04|-5.940050e+00| 0:0:01|8.9e+03|1.0e+00|8.9e-01| chol 1  1
 3|0.536|0.536|5.7e+01|6.9e+01|1.4e+04|-2.148500e+01| 0:0:01|6.4e+03|7.6e-01|6.2e-01| chol 1  1
 4|0.904|0.904|2.5e+01|3.0e+01|8.5e+03|-5.206403e+01| 0:0:01|2.1e+03|5.9e-01|2.1e-01| chol 1  1
 5|1.000|1.000|1.1e+01|1.4e+01|5.8e+03|-6.407803e+01| 0:0:02|5.7e+02|4.5e-01|7.4e-02| chol 1  1
 6|0.857|0.857|2.0e+00|2.4e+00|9.2e+02|-4.318402e+01| 0:0:02|1.7e+01|5.2e-01|1.5e-02| chol 1  1
 7|0.821|0.821|3.1e-01|3.7e-01|9.6e+01|-4.979674e+00| 0:0:02|3.3e-01|7.0e-01|3.1e-03| chol 1  1
 8|0.938|0.938|3.3e-02|4.2e-02|8.7e+00|-2.386580e-01| 0:0:02|4.4e-01|9.0e-01|4.3e-04| chol 1  1
 9|0.924|0.924|1.3e-02|1.8e-02|3.3e+00|-2.723230e-01| 0:0:02|2.4e-02|1.0e+00|2.0e-04| chol 1  1
10|1.000|1.000|1.7e-03|5.7e-03|3.5e-01|-2.986551e-02| 0:0:02|2.2e-02|1.3e+00|3.1e-05| chol 1  1
11|0.916|0.916|2.4e-04|4.7e-03|4.6e-02|-2.145367e-03| 0:0:02|1.8e-03|1.5e+00|5.1e-06| chol 1  1
12|1.000|1.000|1.0e-04|4.1e-03|1.8e-02|-1.043630e-03| 0:0:02|3.9e-04|1.6e+00|2.4e-06| chol 1  1
13|0.969|0.969|2.2e-05|3.6e-03|3.6e-03|-3.889005e-05| 0:0:02|2.2e-04|1.7e+00|5.6e-07| chol 1  1
14|1.000|1.000|9.0e-06|1.4e-03|1.5e-03|-6.742270e-05| 0:0:02|5.5e-05|1.7e+00|2.2e-07| chol 1  1
15|0.898|0.898|2.3e-06|6.6e-04|3.3e-04| 8.954964e-06| 0:0:02|2.3e-05|1.8e+00|5.8e-08| chol 1  1
16|1.000|1.000|7.3e-07|2.3e-04|1.2e-04|-8.429862e-07| 0:0:02|5.2e-06|1.8e+00|1.8e-08| chol 1  1
17|0.904|0.904|1.8e-07|1.1e-04|2.6e-05| 1.997151e-06| 0:0:02|1.9e-06|1.8e+00|4.8e-09| chol 1  1
18|1.000|1.000|5.2e-08|3.7e-05|8.2e-06| 5.816873e-07| 0:0:02|4.1e-07|1.8e+00|1.3e-09| chol 1  1
19|1.000|1.000|1.4e-08|1.5e-05|2.2e-06| 2.908268e-07| 0:0:02|1.2e-07|1.8e+00|3.7e-10| chol 1  1
20|1.000|1.000|4.0e-09|5.9e-06|6.1e-07| 1.247927e-07| 0:0:02|3.3e-08|1.8e+00|1.0e-10| chol 1  1
21|1.000|1.000|1.0e-09|2.4e-06|1.6e-07| 5.266642e-08| 0:0:02|9.0e-09|1.8e+00|2.7e-11| chol 1  1
22|1.000|1.000|3.1e-11|4.7e-08|3.6e-09| 9.756979e-10| 0:0:02|2.4e-09|1.8e+00|8.0e-13|
