it pstep dstep pinfeas dinfeas  gap     mean(obj)    cputime    kap   tau    theta
--------------------------------------------------------------------------------------------
 0|0.000|0.000|4.4e+03|3.7e+02|2.5e+06| 0.000000e+00| 0:0:01|2.5e+06|1.0e+00|1.0e+00| spchol 1  1
 1|0.004|0.004|4.4e+03|3.7e+02|2.5e+06|-1.533645e-01| 0:0:06|2.5e+06|1.0e+00|1.0e+00| chol 1  1
 2|0.012|0.012|4.3e+03|3.7e+02|2.5e+06|-1.658491e+00| 0:0:10|2.4e+06|1.0e+00|1.0e+00| chol 1  1
 3|0.041|0.041|4.3e+03|3.6e+02|2.5e+06|-6.541974e+00| 0:0:15|2.4e+06|1.0e+00|9.9e-01| chol 1  1
 4|0.138|0.138|4.1e+03|3.4e+02|2.6e+06|-2.544815e+01| 0:0:19|2.3e+06|1.0e+00|9.3e-01| chol 1  1
 5|0.366|0.366|4.3e+03|3.6e+02|3.9e+06|-8.521641e+01| 0:0:24|1.9e+06|7.9e-01|7.7e-01| chol 1  1
 6|0.748|0.748|4.0e+03|3.4e+02|6.8e+06|-2.913611e+02| 0:0:28|1.2e+06|5.0e-01|4.6e-01| chol 1  1
 7|1.000|1.000|1.9e+03|1.6e+02|5.0e+06|-6.994975e+02| 0:0:32|3.7e+05|3.5e-01|1.5e-01| chol 1  1
 8|1.000|1.000|2.3e+03|1.9e+02|1.5e+07|-1.770004e+03| 0:0:36|2.0e+05|1.6e-01|8.3e-02| chol 1  1
 9|1.000|1.000|1.2e+03|9.9e+01|1.2e+07|-3.643171e+03| 0:0:40|6.8e+04|1.1e-01|2.9e-02| chol 1  1
10|1.000|1.000|8.1e+02|6.9e+01|1.4e+07|-7.012603e+03| 0:0:44|2.7e+04|6.5e-02|1.2e-02| chol 1  1
11|1.000|1.000|3.7e+02|3.2e+01|8.4e+06|-1.036238e+04| 0:0:48|7.2e+03|4.9e-02|4.2e-03| chol 1  1
12|1.000|1.000|2.0e+02|1.7e+01|5.5e+06|-1.283315e+04| 0:0:53|1.5e+03|4.0e-02|1.8e-03| chol 1  1
13|0.523|0.523|9.5e+01|8.0e+00|1.8e+06|-7.856898e+03| 0:0:57|7.3e+01|5.9e-02|1.3e-03| chol 1  1
14|0.993|0.993|7.4e+01|6.2e+00|1.6e+06|-8.132338e+03| 0:1:01|6.0e+01|5.2e-02|8.7e-04| chol 1  1
15|0.488|0.488|3.6e+01|3.1e+00|4.4e+05|-3.902543e+03| 0:1:05|4.7e+00|9.1e-02|7.5e-04| chol 1  1
16|1.000|1.000|1.7e+00|1.4e-01|6.8e+03|-2.284317e+02| 0:1:09|9.7e+00|2.8e-01|1.1e-04| chol 1  1
17|0.432|0.432|9.0e-01|7.7e-02|2.3e+03|-1.187763e+02| 0:1:13|6.0e-01|4.3e-01|8.9e-05| chol 1  1
18|0.965|0.965|2.8e-01|2.4e-02|4.1e+02|-3.659675e+01| 0:1:17|3.4e-02|7.7e-01|4.9e-05| chol 1  1
19|1.000|1.000|6.7e-02|6.5e-03|6.8e+01|-6.963405e+00| 0:1:22|1.4e-01|1.1e+00|1.7e-05| chol 1  1
20|1.000|1.000|2.9e-02|3.4e-03|2.6e+01|-2.018673e+00| 0:1:26|1.8e-02|1.3e+00|8.4e-06| chol 1  1
21|1.000|1.000|1.5e-02|2.3e-03|1.2e+01|-6.707146e-01| 0:1:30|1.4e-02|1.4e+00|4.7e-06| chol 1  1
22|0.972|0.972|2.7e-03|1.5e-03|1.9e+00|-7.813390e-02| 0:1:34|5.9e-03|1.6e+00|1.0e-06| chol 1  1
23|1.000|1.000|1.3e-03|1.4e-03|9.2e-01|-3.372706e-02| 0:1:38|9.0e-04|1.8e+00|5.4e-07| chol 1  1
24|1.000|1.000|3.6e-04|1.2e-03|2.4e-01|-6.536169e-03| 0:1:42|7.5e-04|1.9e+00|1.6e-07| chol 1  1
25|1.000|1.000|1.9e-04|1.1e-03|1.2e-01|-3.610437e-03| 0:1:46|2.1e-04|1.9e+00|8.6e-08| chol 1  1
26|1.000|1.000|5.6e-05|9.5e-04|3.3e-02|-5.968574e-04| 0:1:51|1.1e-04|2.0e+00|2.5e-08| chol 1  1
27|1.000|1.000|3.0e-05|8.4e-04|1.7e-02|-3.341349e-04| 0:1:55|3.2e-05|2.0e+00|1.4e-08| chol 1  1
28|1.000|1.000|8.6e-06|7.5e-04|4.9e-03|-1.490145e-05| 0:1:59|1.7e-05|2.0e+00|3.9e-09| chol 1  1
29|1.000|1.000|3.1e-06|3.0e-04|1.8e-03|-1.663420e-05| 0:2:03|4.8e-06|2.0e+00|1.4e-09| chol 1  1
30|0.949|0.949|8.1e-07|1.3e-04|4.4e-04| 2.727652e-06| 0:2:07|1.8e-06|2.0e+00|3.7e-10| chol 1  1
31|1.000|1.000|2.6e-07|4.8e-05|1.5e-04| 2.186769e-07| 0:2:11|4.3e-07|2.0e+00|1.2e-10| chol 1  1
32|1.000|1.000|7.4e-08|1.9e-05|4.2e-05| 4.166997e-07| 0:2:16|1.4e-07|2.0e+00|3.4e-11| chol 1  1
33|1.000|1.000|3.0e-09|7.8e-07|1.7e-06| 1.230465e-08| 0:2:21|4.1e-08|2.0e+00|1.4e-12| chol 1  1
34|1.000|1.000|1.2e-10|3.1e-08|6.8e-08| 5.587518e-10| 0:2:26|1.7e-09|2.0e+00|5.4e-14|
