it pstep dstep pinfeas dinfeas  gap     mean(obj)    cputime    kap   tau    theta
--------------------------------------------------------------------------------------------
 0|0.000|0.000|3.4e+02|1.3e+02|7.2e+04| 0.000000e+00| 0:0:00|7.2e+04|1.0e+00|1.0e+00| chol 1  1
 1|0.029|0.029|3.4e+02|1.3e+02|7.3e+04|-5.544316e-01| 0:0:01|7.1e+04|1.0e+00|9.9e-01| chol 1  1
 2|0.096|0.096|3.3e+02|1.3e+02|7.5e+04|-3.440774e+00| 0:0:01|6.9e+04|1.0e+00|9.6e-01| chol 1  1
 3|0.314|0.314|3.2e+02|1.3e+02|9.8e+04|-1.849567e+01| 0:0:02|5.8e+04|8.4e-01|8.0e-01| chol 1  1
 4|0.666|0.666|2.7e+02|1.1e+02|1.3e+05|-6.772862e+01| 0:0:02|3.6e+04|6.1e-01|4.9e-01| chol 1  1
 5|0.955|0.955|1.0e+02|3.9e+01|6.8e+04|-1.549958e+02| 0:0:02|9.8e+03|4.7e-01|1.4e-01| chol 1  1
 6|1.000|1.000|6.3e+01|2.5e+01|7.4e+04|-2.146809e+02| 0:0:02|3.6e+03|3.0e-01|5.6e-02| chol 1  1
 7|1.000|1.000|1.9e+01|7.4e+00|2.7e+04|-3.002252e+02| 0:0:02|6.1e+02|2.6e-01|1.4e-02| chol 1  1
 8|0.747|0.747|4.9e+00|1.9e+00|5.7e+03|-1.573169e+02| 0:0:02|2.0e+01|3.2e-01|4.6e-03| chol 1  1
 9|0.801|0.801|1.1e+00|4.4e-01|9.7e+02|-4.122212e+01| 0:0:02|6.9e-01|4.3e-01|1.4e-03| chol 1  1
10|1.000|1.000|1.2e-01|4.7e-02|7.5e+01|-2.788668e+00| 0:0:02|7.1e-01|6.5e-01|2.2e-04| chol 1  1
11|0.611|0.611|6.0e-02|2.5e-02|2.6e+01|-2.251402e+00| 0:0:02|4.3e-02|9.3e-01|1.6e-04| chol 1  1
12|1.000|1.000|1.3e-02|7.4e-03|4.5e+00|-4.954133e-01| 0:0:03|4.6e-02|1.3e+00|4.9e-05| chol 1  1
13|0.753|0.753|4.1e-03|4.4e-03|1.2e+00|-1.270810e-01| 0:0:03|1.5e-02|1.4e+00|1.7e-05| chol 1  1
14|1.000|1.000|1.4e-03|3.7e-03|4.2e-01|-2.174994e-02| 0:0:03|2.7e-03|1.6e+00|6.5e-06| chol 1  1
15|0.990|0.990|3.0e-04|3.1e-03|8.0e-02|-2.616598e-03| 0:0:03|1.3e-03|1.7e+00|1.5e-06| chol 1  1
16|1.000|1.000|1.6e-04|2.7e-03|3.8e-02|-1.764632e-03| 0:0:03|2.8e-04|1.8e+00|8.7e-07| chol 1  1
17|0.939|0.939|3.9e-05|2.4e-03|8.7e-03|-9.148360e-05| 0:0:03|1.7e-04|1.9e+00|2.2e-07| chol 1  1
18|1.000|1.000|1.4e-05|9.5e-04|3.2e-03|-1.073152e-04| 0:0:03|4.1e-05|1.9e+00|7.9e-08| chol 1  1
19|0.919|0.919|3.5e-06|4.3e-04|7.1e-04| 8.699020e-06| 0:0:03|1.6e-05|1.9e+00|2.0e-08| chol 1  1
20|1.000|1.000|8.9e-07|1.5e-04|2.0e-04| 1.453949e-06| 0:0:03|3.4e-06|1.9e+00|5.0e-09| chol 1  1
21|0.954|0.954|2.0e-07|6.5e-05|4.1e-05| 2.808109e-06| 0:0:03|1.0e-06|1.9e+00|1.1e-09| chol 1  1
22|1.000|1.000|6.0e-08|2.4e-05|1.3e-05| 8.515367e-07| 0:0:03|2.0e-07|1.9e+00|3.4e-10| chol 1  1
23|1.000|1.000|1.6e-08|9.7e-06|3.5e-06| 4.142369e-07| 0:0:03|6.2e-08|1.9e+00|9.1e-11| chol 1  1
24|1.000|1.000|6.8e-10|3.9e-07|1.4e-07| 1.515262e-08| 0:0:03|1.7e-08|1.9e+00|3.9e-12| chol 1  1
25|1.000|1.000|1.5e-11|7.8e-09|3.0e-09| 2.857651e-10| 0:0:04|7.3e-10|1.9e+00|8.4e-14|
